lng,lat,distance,time
105.084001388,27.9725361831,90796,8945
105.084000386,27.9925395957,106966,10321
105.083999384,28.0125428996,108441,10470
105.08399838,28.0325460661,105698,9883
105.083997376,28.0525490667,147976,10606
105.083996372,28.0725518727,142649,10307
105.083995366,28.0925544562,137149,10296
105.08399436,28.1125567895,133371,9779
105.083993353,28.1325588454,134765,9658
105.083992345,28.1525605976,140331,10134
105.083991337,28.1725620203,130800,9127
105.083990328,28.1925630888,135027,9527
105.083989318,28.2125637792,132348,10098
105.083988307,28.232564069,143534,9528
105.083987295,28.2525639365,132315,8900
105.083986283,28.2725633616,129898,8809
105.08398527,28.2925623252,126372,8165
105.104009936,27.3125092995,176335,12867
105.104008954,27.3325055352,182036,13179
105.104007972,27.3525020438,161463,13080
105.104006989,27.3724988394,195746,15543
105.104006005,27.3924959342,194942,15130
105.10400502,27.4124933391,196751,15682
105.104004035,27.4324910631,95095,11826
105.104003049,27.4524891133,96712,11681
105.104002062,27.4724874953,86462,10409
105.104001075,27.4924862127,83769,10073
105.104000086,27.5124852673,72525,8329
105.103999097,27.5324846593,70389,8493
105.103998107,27.5524843867,67965,7873
105.103997117,27.572484446,64969,7609
105.103996125,27.5924848318,65810,7819
105.103995133,27.6124855367,63083,7145
105.103994141,27.6324865519,59888,6765
105.103993147,27.6524878667,60784,6885
105.103992153,27.6724894687,63128,7361
105.103991158,27.6924913439,66786,7825
105.103990162,27.7124934769,70217,9472
105.103989165,27.7324958504,67028,9301
105.103988168,27.752498446,58301,7927
105.10398717,27.7725012439,54878,7173
105.103986171,27.792504223,75410,7682
105.103985171,27.8125073608,76475,7725
105.103984171,27.832510634,76499,7650
105.103983169,27.852514018,59294,5512
105.103982168,27.8725174876,69257,7058
105.103981165,27.8925210165,89615,8996
105.103980161,27.9125245779,85059,8342
105.103979157,27.9325281443,82909,8086
105.103978152,27.9525316877,91314,8632
105.103977146,27.9725351798,91602,9049
105.10397614,27.992538592,104010,9992
105.103975133,28.0125418955,112249,11008
105.103974125,28.0325450617,112415,10713
105.103973116,28.0525480619,109316,10325
105.103972106,28.0725508676,140694,10174
105.103971096,28.0925534507,140053,10174
105.103970085,28.1125557837,134935,10480
105.103969073,28.1325578392,132417,9444
105.10396806,28.152559591,130741,9536
105.103967047,28.1725610134,128189,8791
105.103966033,28.1925620815,136788,9908
105.103965018,28.2125627716,130257,9510
105.103964002,28.232563061,140995,9297
105.103962985,28.2525629282,136605,8976
105.103961968,28.2725623529,133750,8717
105.10396095,28.2925613162,128479,8560
105.124004404,27.3125247126,173960,12082
105.124003421,27.3325209479,184063,13350
105.124002437,27.3525174561,158820,12653
105.124001453,27.3725142512,159677,13089
105.124000467,27.3925113457,161235,13299
105.123999481,27.4125087502,198675,16252
105.123998495,27.4325064737,135849,13049
105.123997507,27.4525045235,97327,11595
105.123996519,27.4725029051,94811,11719
105.12399553,27.4925016221,99505,12272
105.12399454,27.5125006763,81506,9777
105.12399355,27.5325000679,71867,8445
105.123992559,27.5524997949,67218,7954
105.123991567,27.5724998538,66420,7820
105.123990574,27.5925002392,62042,7338
105.12398958,27.6125009437,59756,7007
105.123988586,27.6325019585,57267,6600
105.123987591,27.6525032729,64367,7627
105.123986595,27.6725048745,64894,7670
105.123985599,27.6925067493,55762,7627
105.123984602,27.7125088818,68741,9437
105.123983603,27.7325112549,61712,8682
105.123982605,27.7525138502,70538,10524
105.123981605,27.7725166477,51754,7006
105.123980605,27.7925196263,52217,7018
105.123979604,27.8125227637,48444,6651
105.123978602,27.8325260365,58373,5637
105.123977599,27.8525294201,55988,5271
105.123976596,27.8725328893,57960,5446
105.123975592,27.8925364179,61455,5903
105.123974587,27.9125399788,91844,9170
105.123973581,27.9325435448,96259,9058
105.123972575,27.9525470878,95440,8995
105.123971568,27.9725505795,101798,9690
105.12397056,27.9925539912,104101,10017
105.123969551,28.0125572944,110884,10565
105.123968542,28.0325604602,110783,10551
105.123967531,28.0525634599,110842,10450
105.12396652,28.0725662653,145550,11049
105.123965509,28.092568848,134227,9533
105.123964496,28.1125711805,129218,9560
105.123963483,28.1325732357,129646,9197
105.123962469,28.152574987,136015,9891
105.123961454,28.172576409,124597,8424
105.123960438,28.1925774767,127187,8840
105.123959422,28.2125781664,121916,8821
105.123958404,28.2325784554,124080,9493
105.123957386,28.2525783222,139751,9217
105.123956368,28.2725777465,131151,8432
105.123955348,28.2925767093,129132,8539
105.144013427,27.31255293,173454,11874
105.144012445,27.3325491649,177607,12506
105.144011463,27.3525456726,155888,12147
105.144010479,27.3725424673,157087,12386
105.144009495,27.3925395613,158539,12755
105.14400851,27.4125369654,134374,12993
105.144007525,27.4325346885,134374,12993
105.144006539,27.4525327379,131604,12554
105.144005552,27.472531119,135044,12826
105.144004564,27.4925298355,137919,13379
105.144003575,27.5125288894,79899,9636
105.144002586,27.5325282805,77579,9397
105.144001596,27.5525280071,72585,9046
105.144000605,27.5725280655,65457,7645
105.143999614,27.5925284504,60623,6998
105.143998622,27.6125291545,58002,6753
105.143997629,27.6325301689,55006,6348
105.143996635,27.6525314828,52530,6090
105.14399564,27.672533084,57961,6648
105.143994645,27.6925349584,49542,5851
105.143993649,27.7125370904,72592,10007
105.143992652,27.7325394631,64870,8762
105.143991655,27.7525420579,58148,8476
105.143990656,27.7725448549,51443,6999
105.143989657,27.7925478331,49807,6859
105.143988657,27.8125509701,47647,6546
105.143987657,27.8325542424,59914,5806
105.143986656,27.8525576257,55313,5200
105.143985653,27.8725610944,53752,5090
105.143984651,27.8925646225,62949,6177
105.143983647,27.912568183,62678,6117
105.143982643,27.9325717485,95128,9440
105.143981637,27.9525752911,97905,9206
105.143980631,27.9725787823,100187,9383
105.143979625,27.9925821937,103796,9649
105.143978617,28.0125854964,106977,9993
105.143977609,28.0325886617,113860,10629
105.1439766,28.052591661,113050,10839
105.14397559,28.0725944659,147527,11323
105.14397458,28.0925970482,130729,9459
105.143973569,28.1125993802,126955,8971
105.143972557,28.132601435,126137,8771
105.143971544,28.1526031859,138017,10277
105.14397053,28.1726046074,120855,8059
105.143969516,28.1926056747,129704,9313
105.143968501,28.212606364,119811,8453
105.143967485,28.2326066525,123476,9327
105.143966468,28.2526065188,117043,8169
105.143965451,28.2726059427,115636,8101
105.143964432,28.2926049051,124668,9310
105.164031185,27.3125887239,174932,12094
105.164030206,27.3325849583,152563,11602
105.164029227,27.3525814656,155674,12109
105.164028246,27.3725782598,156224,12162
105.164027265,27.3925753534,157598,12998
105.164026283,27.412572757,156493,12764
105.1640253,27.4325704796,127490,12216
105.164024317,27.4525685285,127442,12041
105.164023332,27.4725669092,129532,11763
105.164022347,27.4925656252,130091,12088
105.164021362,27.5125646786,80648,10050
105.164020375,27.5325640693,75895,9493
105.164019388,27.5525637954,73008,8730
105.1640184,27.5725638534,70695,8534
105.164017411,27.5925642378,64740,7564
105.164016422,27.6125649415,60196,7002
105.164015432,27.6325659554,58607,6844
105.164014441,27.6525672688,53311,6270
105.164013449,27.6725688695,50117,5830
105.164012457,27.6925707434,48019,5518
105.164011464,27.712572875,49323,5909
105.16401047,27.7325752472,62592,8471
105.164009475,27.7525778416,57192,8463
105.16400848,27.7725806382,51935,7082
105.164007483,27.7925836159,50313,6975
105.164006486,27.8125867524,43984,5477
105.164005489,27.8325900243,49990,5510
105.16400449,27.852593407,52290,5204
105.164003491,27.8725968753,54558,5662
105.164002491,27.8926004029,55172,5523
105.16400149,27.912603963,103748,9891
105.164000489,27.932607528,104510,10066
105.163999486,27.9526110701,101547,9647
105.163998483,27.9726145609,101763,9559
105.16399748,27.9926179717,107975,10128
105.163996475,28.012621274,111959,10674
105.16399547,28.0326244389,157234,12642
105.163994464,28.0526274377,157147,12477
105.163993457,28.0726302421,149906,11620
105.163992449,28.092632824,129615,9422
105.163991441,28.1126351556,127204,9156
105.163990432,28.1326372098,124031,8611
105.163989422,28.1526389603,123344,8545
105.163988411,28.1726403813,121173,8126
105.1639874,28.1926414481,115495,7611
105.163986387,28.2126421369,118555,8139
105.163985374,28.232642425,116427,8388
105.163984361,28.2526422909,115142,7895
105.163983346,28.2726417142,113680,7816
105.163982331,28.2926406762,125174,9324
105.18405088,27.3126259918,146816,10705
105.184049904,27.3326222257,148467,10928
105.184048928,27.3526187325,148662,11214
105.18404795,27.3726155263,151813,11823
105.184046972,27.3926126194,154467,12402
105.184045993,27.4126100225,155230,12651
105.184045014,27.4326077446,125699,11880
105.184044033,27.4526057931,122626,11399
105.184043052,27.4726041733,126158,11524
105.184042071,27.4926028889,80710,9385
105.184041088,27.5126019418,78007,9210
105.184040105,27.532601332,74590,8994
105.184039121,27.5526010577,72251,8785
105.184038136,27.5726011152,70571,8633
105.18403715,27.5926014991,66879,8040
105.184036164,27.6126022023,63317,7616
105.184035177,27.6326032157,60029,7215
105.184034189,27.6526045287,58759,7042
105.184033201,27.672606129,52331,6008
105.184032212,27.6926080024,54034,6337
105.184031222,27.7126101335,43887,5058
105.184030231,27.7326125053,48187,5596
105.184029239,27.7526150991,51834,6114
105.184028247,27.7726178953,54541,6639
105.184027254,27.7926208725,55083,7591
105.18402626,27.8126240086,41706,4885
105.184025266,27.83262728,47645,5369
105.184024271,27.8526306622,50573,5027
105.184023275,27.87263413,50277,4932
105.184022278,27.8926376572,55134,5647
105.18402128,27.9126412168,103743,9890
105.184020282,27.9326447814,105846,10502
105.184019283,27.952648323,105097,10378
105.184018283,27.9726518133,107327,11062
105.184017283,27.9926552237,125523,10589
105.184016282,28.0126585255,119622,10577
105.184015279,28.0326616899,116398,9775
105.184014277,28.0526646883,152444,11995
105.184013273,28.0726674922,133473,10882
105.184012269,28.0926700736,131658,10095
105.184011264,28.1126724047,128954,9233
105.184010258,28.1326744585,122239,8334
105.184009251,28.1526762085,120777,8181
105.184008244,28.172677629,118318,7944
105.184007236,28.1926786954,119243,8670
105.184006227,28.2126793837,112578,7406
105.184005217,28.2326796713,110070,7224
105.184004206,28.2526795367,111788,7511
105.184003195,28.2726789596,110965,7490
105.184002183,28.2926779211,113095,8506
105.20406571,27.31265863,144502,10262
105.204064736,27.3326548635,145393,10556
105.204063762,27.3526513699,146994,11035
105.204062787,27.3726481632,147892,11353
105.204061811,27.3926452558,149095,11519
105.204060834,27.4126426585,151655,12025
105.204059857,27.4326403802,125313,12037
105.204058879,27.4526384281,119512,10984
105.2040579,27.4726368079,120255,11030
105.20405692,27.4926355231,83104,9549
105.20405594,27.5126345755,79300,10116
105.204054959,27.5326339652,76127,9248
105.204053977,27.5526336904,75358,9032
105.204052995,27.5726337475,71788,9027
105.204052012,27.592634131,65536,7852
105.204051028,27.6126348337,60049,7134
105.204050043,27.6326358467,57415,6757
105.204049058,27.6526371593,55714,6549
105.204048071,27.672638759,54315,6558
105.204047084,27.692640632,53144,6295
105.204046097,27.7126427627,45708,5119
105.204045108,27.732645134,37882,4159
105.204044119,27.7526477274,34936,3926
105.204043129,27.772650523,29102,3600
105.204042139,27.7926534998,58284,8377
105.204041147,27.8126566354,38722,4583
105.204040155,27.8326599064,49251,5612
105.204039162,27.8526632882,47405,4637
105.204038168,27.8726667555,48960,4840
105.204037174,27.8926702822,50811,5056
105.204036179,27.9126738414,105454,10328
105.204035183,27.9326774055,103608,9890
105.204034186,27.9526809467,126418,11627
105.204033189,27.9726844365,123288,11270
105.20403219,27.9926878465,120032,10705
105.204031192,28.0126911478,116399,9823
105.204030192,28.0326943117,113713,9083
105.204029191,28.0526973097,116280,9539
105.20402819,28.0727001131,115304,10148
105.204027188,28.092702694,131244,9938
105.204026185,28.1127050247,127156,9629
105.204025182,28.132707078,124109,9021
105.204024178,28.1527088276,121959,8320
105.204023173,28.1727102477,119435,8292
105.204022167,28.1927113136,116061,7945
105.20402116,28.2127120015,113080,7502
105.204020153,28.2327122886,111888,7570
105.204019145,28.2527121536,107409,7031
105.204018136,28.272711576,107558,7191
105.204017126,28.2927105371,119063,7475
105.224069844,27.312681404,141695,10008
105.22406887,27.3326776371,142223,10153
105.224067896,27.352674143,142830,10454
105.224066922,27.3726709359,145468,10758
105.224065946,27.3926680281,147450,11020
105.22406497,27.4126654304,151817,12255
105.224063993,27.4326631516,150125,11096
105.224063015,27.4526611992,154101,11561
105.224062037,27.4726595785,115424,10587
105.224061058,27.4926582932,122334,11272
105.224060078,27.5126573453,79351,10250
105.224059097,27.5326567346,80631,10379
105.224058116,27.5526564593,80024,9876
105.224057133,27.572656516,69037,8265
105.224056151,27.5926568991,111085,9110
105.224055167,27.6126576014,63337,7543
105.224054183,27.6326586139,58464,6970
105.224053197,27.652659926,55290,6241
105.224052212,27.6726615254,49415,5694
105.224051225,27.6926633979,45345,5202
105.224050238,27.7126655282,42142,4698
105.22404925,27.732667899,40196,4606
105.224048261,27.752670492,30920,3350
105.224047271,27.7726732873,27840,3089
105.224046281,27.7926762636,36668,4401
105.22404529,27.8126793988,36061,4206
105.224044298,27.8326826693,41641,4319
105.224043305,27.8526860507,40178,4279
105.224042312,27.8726895176,45332,4481
105.224041318,27.8926930439,51155,5134
105.224040323,27.9126966026,50380,4966
105.224039328,27.9327001663,106715,10500
105.224038331,27.952703707,107199,10288
105.224037334,27.9727071965,121638,10839
105.224036336,27.992710606,121424,10823
105.224035338,28.0127139069,116731,9594
105.224034338,28.0327170704,112413,8956
105.224033338,28.0527200679,113283,9279
