ox,oy,dx,dy,distance,time
114.075031,32.123274,113.875031,32.063274,37374,3413
114.075031,32.123274,113.875031,32.083274,34842,3345
114.075031,32.123274,113.875031,32.103274,32302,2832
114.075031,32.123274,113.875031,32.123274,30003,2843
114.075031,32.123274,113.875031,32.143274,26342,2316
114.075031,32.123274,113.875031,32.163274,23179,2021
114.075031,32.123274,113.875031,32.183274,31610,3177
114.075031,32.123274,113.875031,32.203274,30028,3022
114.075031,32.123274,113.875031,32.223274,28354,2376
114.075031,32.123274,113.875031,32.243274,26920,2119
114.075031,32.123274,113.875031,32.263274,29949,3458
114.075031,32.123274,113.875031,32.283274,36486,2783
114.075031,32.123274,113.875031,32.303274,37671,3089
114.075031,32.123274,113.875031,32.323274,39211,3276
114.075031,32.123274,113.875031,32.343274,40963,3548
114.075031,32.123274,113.875031,32.363274,48467,3530
114.075031,32.123274,113.875031,32.383274,45887,3254
114.075031,32.123274,113.875031,32.403274,43578,3101
114.075031,32.123274,113.875031,32.423274,43836,3205
114.075031,32.123274,113.895031,31.843274,47466,3964
114.075031,32.123274,113.895031,31.863274,44173,3630
114.075031,32.123274,113.895031,31.883274,40731,3394
114.075031,32.123274,113.895031,31.903274,41540,3478
114.075031,32.123274,113.895031,31.923274,43971,4271
114.075031,32.123274,113.895031,31.943274,37647,3358
114.075031,32.123274,113.895031,31.963274,41089,3153
114.075031,32.123274,113.895031,31.983274,40817,3607
114.075031,32.123274,113.895031,32.003274,39770,3209
114.075031,32.123274,113.895031,32.023274,42225,3430
114.075031,32.123274,113.895031,32.043274,42596,3458
114.075031,32.123274,113.895031,32.063274,37445,3240
114.075031,32.123274,113.895031,32.083274,36258,3212
114.075031,32.123274,113.895031,32.103274,35212,3131
114.075031,32.123274,113.895031,32.123274,29597,3385
114.075031,32.123274,113.895031,32.143274,21283,2032
114.075031,32.123274,113.895031,32.163274,21847,1947
114.075031,32.123274,113.895031,32.183274,24660,2190
114.075031,32.123274,113.895031,32.203274,28712,2940
114.075031,32.123274,113.895031,32.223274,26186,2705
114.075031,32.123274,113.895031,32.243274,25206,2921
114.075031,32.123274,113.895031,32.263274,28474,3303
114.075031,32.123274,113.895031,32.283274,32156,3742
114.075031,32.123274,113.895031,32.303274,39469,3231
114.075031,32.123274,113.895031,32.323274,42433,3943
114.075031,32.123274,113.895031,32.343274,40230,3640
114.075031,32.123274,113.895031,32.363274,45083,3052
114.075031,32.123274,113.895031,32.383274,46211,3283
114.075031,32.123274,113.895031,32.403274,42849,3062
114.075031,32.123274,113.895031,32.423274,42305,3081
114.075031,32.123274,113.915031,31.843274,37669,2889
114.075031,32.123274,113.915031,31.863274,36618,2882
114.075031,32.123274,113.915031,31.883274,39130,3163
114.075031,32.123274,113.915031,31.903274,36714,2719
114.075031,32.123274,113.915031,31.923274,35997,3014
114.075031,32.123274,113.915031,31.943274,35694,3113
114.075031,32.123274,113.915031,31.963274,39166,2991
114.075031,32.123274,113.915031,31.983274,38990,3230
114.075031,32.123274,113.915031,32.003274,39598,3171
114.075031,32.123274,113.915031,32.023274,39423,3119
114.075031,32.123274,113.915031,32.043274,44562,3810
114.075031,32.123274,113.915031,32.063274,40078,3681
114.075031,32.123274,113.915031,32.083274,41188,4381
114.075031,32.123274,113.915031,32.103274,40338,4457
114.075031,32.123274,113.915031,32.123274,20651,2473
114.075031,32.123274,113.915031,32.143274,18760,1777
114.075031,32.123274,113.915031,32.163274,20197,2040
114.075031,32.123274,113.915031,32.183274,19145,2023
114.075031,32.123274,113.915031,32.203274,28545,2788
114.075031,32.123274,113.915031,32.223274,24888,2505
114.075031,32.123274,113.915031,32.243274,23396,2423
114.075031,32.123274,113.915031,32.263274,25567,2423
114.075031,32.123274,113.915031,32.283274,31169,3125
114.075031,32.123274,113.915031,32.303274,31984,3241
114.075031,32.123274,113.915031,32.323274,38193,3173
114.075031,32.123274,113.915031,32.343274,37880,3133
114.075031,32.123274,113.915031,32.363274,38231,3170
114.075031,32.123274,113.915031,32.383274,40935,2781
114.075031,32.123274,113.915031,32.403274,40037,2804
114.075031,32.123274,113.915031,32.423274,40930,2827
114.075031,32.123274,113.935031,31.843274,38183,3158
114.075031,32.123274,113.935031,31.863274,34712,2658
114.075031,32.123274,113.935031,31.883274,33821,2477
114.075031,32.123274,113.935031,31.903274,34203,2640
114.075031,32.123274,113.935031,31.923274,31517,2996
114.075031,32.123274,113.935031,31.943274,32843,2881
114.075031,32.123274,113.935031,31.963274,33348,2663
114.075031,32.123274,113.935031,31.983274,34091,2690
114.075031,32.123274,113.935031,32.003274,38528,3196
114.075031,32.123274,113.935031,32.023274,44013,4036
114.075031,32.123274,113.935031,32.043274,44534,4138
114.075031,32.123274,113.935031,32.063274,46909,4771
114.075031,32.123274,113.935031,32.083274,43912,5044
114.075031,32.123274,113.935031,32.103274,44872,5282
114.075031,32.123274,113.935031,32.123274,18607,2135
114.075031,32.123274,113.935031,32.143274,16882,1617
114.075031,32.123274,113.935031,32.163274,15874,1643
114.075031,32.123274,113.935031,32.183274,17924,1762
114.075031,32.123274,113.935031,32.203274,28292,3046
114.075031,32.123274,113.935031,32.223274,26821,2682
114.075031,32.123274,113.935031,32.243274,21344,1932
114.075031,32.123274,113.935031,32.263274,24963,2540
114.075031,32.123274,113.935031,32.283274,29291,2976
114.075031,32.123274,113.935031,32.303274,31789,3225
114.075031,32.123274,113.935031,32.323274,37296,3120
114.075031,32.123274,113.935031,32.343274,34116,2846
114.075031,32.123274,113.935031,32.363274,36573,3012
114.075031,32.123274,113.935031,32.383274,40459,2737
114.075031,32.123274,113.935031,32.403274,37293,2461
114.075031,32.123274,113.935031,32.423274,39178,2692
114.075031,32.123274,113.955031,31.843274,37794,3144
114.075031,32.123274,113.955031,31.863274,35782,3103
114.075031,32.123274,113.955031,31.883274,31759,2410
114.075031,32.123274,113.955031,31.903274,30547,2281
114.075031,32.123274,113.955031,31.923274,27692,2173
114.075031,32.123274,113.955031,31.943274,30009,2373
114.075031,32.123274,113.955031,31.963274,32127,2507
114.075031,32.123274,113.955031,31.983274,35488,2805
114.075031,32.123274,113.955031,32.003274,40930,3960
114.075031,32.123274,113.955031,32.023274,45134,4411
114.075031,32.123274,113.955031,32.043274,47232,4887
114.075031,32.123274,113.955031,32.063274,47818,4994
114.075031,32.123274,113.955031,32.083274,45512,5534
114.075031,32.123274,113.955031,32.103274,45821,5639
114.075031,32.123274,113.955031,32.123274,18861,2625
114.075031,32.123274,113.955031,32.143274,17399,1968
114.075031,32.123274,113.955031,32.163274,14503,1445
114.075031,32.123274,113.955031,32.183274,20939,1713
114.075031,32.123274,113.955031,32.203274,21970,1959
114.075031,32.123274,113.955031,32.223274,19549,1672
114.075031,32.123274,113.955031,32.243274,22391,2260
114.075031,32.123274,113.955031,32.263274,26149,2477
114.075031,32.123274,113.955031,32.283274,29130,2912
114.075031,32.123274,113.955031,32.303274,31987,3195
114.075031,32.123274,113.955031,32.323274,33708,2802
114.075031,32.123274,113.955031,32.343274,32649,2798
114.075031,32.123274,113.955031,32.363274,42642,2936
114.075031,32.123274,113.955031,32.383274,40921,2783
114.075031,32.123274,113.955031,32.403274,38106,2527
114.075031,32.123274,113.955031,32.423274,39491,2634
114.075031,32.123274,113.975031,31.843274,40469,4236
114.075031,32.123274,113.975031,31.863274,34936,2768
114.075031,32.123274,113.975031,31.883274,32124,2615
114.075031,32.123274,113.975031,31.903274,30886,2429
114.075031,32.123274,113.975031,31.923274,26656,2106
114.075031,32.123274,113.975031,31.943274,24674,2079
114.075031,32.123274,113.975031,31.963274,23034,1980
114.075031,32.123274,113.975031,31.983274,20390,1734
114.075031,32.123274,113.975031,32.003274,21702,2112
114.075031,32.123274,113.975031,32.023274,17976,1943
114.075031,32.123274,113.975031,32.043274,16897,3224
114.075031,32.123274,113.975031,32.063274,16391,2169
114.075031,32.123274,113.975031,32.083274,16063,2419
114.075031,32.123274,113.975031,32.103274,15650,1996
114.075031,32.123274,113.975031,32.123274,12653,1842
114.075031,32.123274,113.975031,32.143274,11406,1194
114.075031,32.123274,113.975031,32.163274,13230,1488
114.075031,32.123274,113.975031,32.183274,14000,1480
114.075031,32.123274,113.975031,32.203274,17493,1441
114.075031,32.123274,113.975031,32.223274,16357,1381
114.075031,32.123274,113.975031,32.243274,19299,2036
114.075031,32.123274,113.975031,32.263274,24429,2345
114.075031,32.123274,113.975031,32.283274,25600,2372
114.075031,32.123274,113.975031,32.303274,27144,2739
114.075031,32.123274,113.975031,32.323274,30865,2595
114.075031,32.123274,113.975031,32.343274,33340,2784
114.075031,32.123274,113.975031,32.363274,34178,3299
114.075031,32.123274,113.975031,32.383274,43112,2946
114.075031,32.123274,113.975031,32.403274,40029,2693
114.075031,32.123274,113.975031,32.423274,41827,2819
114.075031,32.123274,113.995031,31.843274,38029,3005
114.075031,32.123274,113.995031,31.863274,35774,3382
114.075031,32.123274,113.995031,31.883274,32834,2581
114.075031,32.123274,113.995031,31.903274,32772,2579
114.075031,32.123274,113.995031,31.923274,34083,2682
114.075031,32.123274,113.995031,31.943274,25932,2065
114.075031,32.123274,113.995031,31.963274,22416,1888
114.075031,32.123274,113.995031,31.983274,20699,1896
114.075031,32.123274,113.995031,32.003274,17316,1503
114.075031,32.123274,113.995031,32.023274,16137,1460
114.075031,32.123274,113.995031,32.043274,15613,2300
114.075031,32.123274,113.995031,32.063274,15361,2397
114.075031,32.123274,113.995031,32.083274,14254,1913
114.075031,32.123274,113.995031,32.103274,15292,1667
114.075031,32.123274,113.995031,32.123274,9869,1175
114.075031,32.123274,113.995031,32.143274,9852,1076
114.075031,32.123274,113.995031,32.163274,11062,1005
114.075031,32.123274,113.995031,32.183274,12845,1271
114.075031,32.123274,113.995031,32.203274,14307,1243
114.075031,32.123274,113.995031,32.223274,15385,1368
114.075031,32.123274,113.995031,32.243274,18613,1592
114.075031,32.123274,113.995031,32.263274,22314,2056
114.075031,32.123274,113.995031,32.283274,22784,1961
114.075031,32.123274,113.995031,32.303274,23643,1770
114.075031,32.123274,113.995031,32.323274,27049,2317
114.075031,32.123274,113.995031,32.343274,30104,2602
114.075031,32.123274,113.995031,32.363274,32803,3121
114.075031,32.123274,113.995031,32.383274,43777,3242
114.075031,32.123274,113.995031,32.403274,38325,3116
114.075031,32.123274,113.995031,32.423274,39014,3180
114.075031,32.123274,114.015031,31.843274,43702,3244
114.075031,32.123274,114.015031,31.863274,37884,4936
114.075031,32.123274,114.015031,31.883274,36563,3667
114.075031,32.123274,114.015031,31.903274,32651,3638
114.075031,32.123274,114.015031,31.923274,32567,2845
114.075031,32.123274,114.015031,31.943274,30370,2780
114.075031,32.123274,114.015031,31.963274,29202,2538
114.075031,32.123274,114.015031,31.983274,21392,2152
114.075031,32.123274,114.015031,32.003274,18864,1652
114.075031,32.123274,114.015031,32.023274,15934,1526
114.075031,32.123274,114.015031,32.043274,13980,1690
114.075031,32.123274,114.015031,32.063274,11592,1366
114.075031,32.123274,114.015031,32.083274,11267,1098
114.075031,32.123274,114.015031,32.103274,7114,832
114.075031,32.123274,114.015031,32.123274,9976,1159
114.075031,32.123274,114.015031,32.143274,8387,761
114.075031,32.123274,114.015031,32.163274,9851,858
114.075031,32.123274,114.015031,32.183274,15738,1422
114.075031,32.123274,114.015031,32.203274,12775,1182
114.075031,32.123274,114.015031,32.223274,18309,1741
114.075031,32.123274,114.015031,32.243274,18457,1650
114.075031,32.123274,114.015031,32.263274,20613,1883
114.075031,32.123274,114.015031,32.283274,20626,1809
114.075031,32.123274,114.015031,32.303274,22694,1992
114.075031,32.123274,114.015031,32.323274,25297,2167
114.075031,32.123274,114.015031,32.343274,27254,2463
114.075031,32.123274,114.015031,32.363274,31858,3102
114.075031,32.123274,114.015031,32.383274,35914,3497
114.075031,32.123274,114.015031,32.403274,36703,3056
114.075031,32.123274,114.015031,32.423274,37664,3325
114.075031,32.123274,114.035031,31.843274,44848,3483
114.075031,32.123274,114.035031,31.863274,36678,3458
114.075031,32.123274,114.035031,31.883274,35630,3951
114.075031,32.123274,114.035031,31.903274,31331,3468
114.075031,32.123274,114.035031,31.923274,29992,2686
114.075031,32.123274,114.035031,31.943274,31625,4028
114.075031,32.123274,114.035031,31.963274,21889,2457
114.075031,32.123274,114.035031,31.983274,19626,2055
114.075031,32.123274,114.035031,32.003274,16392,1715
114.075031,32.123274,114.035031,32.023274,15141,1592
114.075031,32.123274,114.035031,32.043274,12280,1275
114.075031,32.123274,114.035031,32.063274,9452,973
114.075031,32.123274,114.035031,32.083274,9317,960
114.075031,32.123274,114.035031,32.103274,5120,571
114.075031,32.123274,114.035031,32.123274,4436,650
114.075031,32.123274,114.035031,32.143274,5879,601
114.075031,32.123274,114.035031,32.163274,8969,1015
114.075031,32.123274,114.035031,32.183274,10934,1089
114.075031,32.123274,114.035031,32.203274,12393,2050
114.075031,32.123274,114.035031,32.223274,20553,1759
114.075031,32.123274,114.035031,32.243274,16975,1537
114.075031,32.123274,114.035031,32.263274,19338,1704
114.075031,32.123274,114.035031,32.283274,19593,1729
114.075031,32.123274,114.035031,32.303274,21978,2072
114.075031,32.123274,114.035031,32.323274,24275,2105
114.075031,32.123274,114.035031,32.343274,26338,2253
114.075031,32.123274,114.035031,32.363274,30093,2531
114.075031,32.123274,114.035031,32.383274,30820,2558
114.075031,32.123274,114.035031,32.403274,33853,2786
114.075031,32.123274,114.035031,32.423274,35287,2905
114.075031,32.123274,114.055031,31.843274,39860,3204
114.075031,32.123274,114.055031,31.863274,35309,3505
114.075031,32.123274,114.055031,31.883274,33852,3230
114.075031,32.123274,114.055031,31.903274,30585,2789
114.075031,32.123274,114.055031,31.923274,27737,2340
114.075031,32.123274,114.055031,31.943274,26013,4064
114.075031,32.123274,114.055031,31.963274,23877,3696
114.075031,32.123274,114.055031,31.983274,19865,2647
114.075031,32.123274,114.055031,32.003274,18759,2165
114.075031,32.123274,114.055031,32.023274,14508,1682
114.075031,32.123274,114.055031,32.043274,11833,1177
114.075031,32.123274,114.055031,32.063274,9142,1070
114.075031,32.123274,114.055031,32.083274,6728,742
114.075031,32.123274,114.055031,32.103274,3955,493
114.075031,32.123274,114.055031,32.123274,2478,334
114.075031,32.123274,114.055031,32.143274,3451,434
114.075031,32.123274,114.055031,32.163274,7420,839
114.075031,32.123274,114.055031,32.183274,8196,909
114.075031,32.123274,114.055031,32.203274,9744,1068
114.075031,32.123274,114.055031,32.223274,12426,1212
114.075031,32.123274,114.055031,32.243274,14980,1386
114.075031,32.123274,114.055031,32.263274,17737,1586
114.075031,32.123274,114.055031,32.283274,19247,1834
114.075031,32.123274,114.055031,32.303274,22823,2020
114.075031,32.123274,114.055031,32.323274,26913,2389
114.075031,32.123274,114.055031,32.343274,28666,2729
114.075031,32.123274,114.055031,32.363274,29945,3462
114.075031,32.123274,114.055031,32.383274,34290,3389
114.075031,32.123274,114.055031,32.403274,35713,4270
114.075031,32.123274,114.055031,32.423274,36696,3099
114.075031,32.123274,114.075031,31.843274,33413,2433
114.075031,32.123274,114.075031,31.863274,34397,3435
114.075031,32.123274,114.075031,31.883274,30043,2272
114.075031,32.123274,114.075031,31.903274,31074,3181
114.075031,32.123274,114.075031,31.923274,25548,2092
114.075031,32.123274,114.075031,31.943274,23879,2410
114.075031,32.123274,114.075031,31.963274,20624,1857
114.075031,32.123274,114.075031,31.983274,17940,2310
114.075031,32.123274,114.075031,32.003274,15847,1371
114.075031,32.123274,114.075031,32.023274,14841,1510
114.075031,32.123274,114.075031,32.043274,11449,1205
114.075031,32.123274,114.075031,32.063274,8847,1002
114.075031,32.123274,114.075031,32.083274,6145,847
114.075031,32.123274,114.075031,32.103274,3275,463
114.075031,32.123274,114.075031,32.123274,156,38
114.075031,32.123274,114.075031,32.143274,3305,414
114.075031,32.123274,114.075031,32.163274,6052,734
114.075031,32.123274,114.075031,32.183274,8542,977
114.075031,32.123274,114.075031,32.203274,11134,1179
114.075031,32.123274,114.075031,32.223274,14904,1668
114.075031,32.123274,114.075031,32.243274,22592,2088
114.075031,32.123274,114.075031,32.263274,20991,1887
114.075031,32.123274,114.075031,32.283274,21262,1955
114.075031,32.123274,114.075031,32.303274,23240,2173
114.075031,32.123274,114.075031,32.323274,27683,2437
114.075031,32.123274,114.075031,32.343274,46233,3803
114.075031,32.123274,114.075031,32.363274,31853,3977
114.075031,32.123274,114.075031,32.383274,35913,3494
114.075031,32.123274,114.075031,32.403274,39937,4397
114.075031,32.123274,114.075031,32.423274,48025,4440
114.075031,32.123274,114.095031,31.843274,32462,2716
114.075031,32.123274,114.095031,31.863274,31193,2340
114.075031,32.123274,114.095031,31.883274,28497,2146
114.075031,32.123274,114.095031,31.903274,26210,1972
114.075031,32.123274,114.095031,31.923274,23899,1867
114.075031,32.123274,114.095031,31.943274,21625,1713
114.075031,32.123274,114.095031,31.963274,19831,1580
114.075031,32.123274,114.095031,31.983274,26057,2392
114.075031,32.123274,114.095031,32.003274,15434,1919
114.075031,32.123274,114.095031,32.023274,13573,1192
114.075031,32.123274,114.095031,32.043274,15777,1348
114.075031,32.123274,114.095031,32.063274,10315,1316
114.075031,32.123274,114.095031,32.083274,7257,949
114.075031,32.123274,114.095031,32.103274,3719,545
114.075031,32.123274,114.095031,32.123274,3424,487
114.075031,32.123274,114.095031,32.143274,3988,464
114.075031,32.123274,114.095031,32.163274,9744,1005
114.075031,32.123274,114.095031,32.183274,9082,962
114.075031,32.123274,114.095031,32.203274,12187,1218
114.075031,32.123274,114.095031,32.223274,21252,1799
114.075031,32.123274,114.095031,32.243274,22751,2097
114.075031,32.123274,114.095031,32.263274,24717,2447
114.075031,32.123274,114.095031,32.283274,27101,2729
114.075031,32.123274,114.095031,32.303274,30758,2916
114.075031,32.123274,114.095031,32.323274,44212,3852
114.075031,32.123274,114.095031,32.343274,46217,3585
114.075031,32.123274,114.095031,32.363274,45193,3532
114.075031,32.123274,114.095031,32.383274,37515,4036
114.075031,32.123274,114.095031,32.403274,51852,5062
114.075031,32.123274,114.095031,32.423274,48888,4711
114.075031,32.123274,114.115031,31.843274,35507,2919
114.075031,32.123274,114.115031,31.863274,34408,2669
114.075031,32.123274,114.115031,31.883274,31711,2441
114.075031,32.123274,114.115031,31.903274,29204,2366
114.075031,32.123274,114.115031,31.923274,26298,2048
114.075031,32.123274,114.115031,31.943274,23350,1953
114.075031,32.123274,114.115031,31.963274,22859,1983
114.075031,32.123274,114.115031,31.983274,19060,1792
114.075031,32.123274,114.115031,32.003274,16810,1541
114.075031,32.123274,114.115031,32.023274,17234,1498
114.075031,32.123274,114.115031,32.043274,14409,1474
114.075031,32.123274,114.115031,32.063274,15691,1874
114.075031,32.123274,114.115031,32.083274,6952,805
114.075031,32.123274,114.115031,32.103274,7511,903
114.075031,32.123274,114.115031,32.123274,4525,584
114.075031,32.123274,114.115031,32.143274,5715,611
114.075031,32.123274,114.115031,32.163274,9000,972
114.075031,32.123274,114.115031,32.183274,10248,1064
114.075031,32.123274,114.115031,32.203274,15133,1477
114.075031,32.123274,114.115031,32.223274,19103,1618
114.075031,32.123274,114.115031,32.243274,24657,2228
114.075031,32.123274,114.115031,32.263274,27148,2601
114.075031,32.123274,114.115031,32.283274,34008,2868
114.075031,32.123274,114.115031,32.303274,44536,3211
114.075031,32.123274,114.115031,32.323274,41669,2918
114.075031,32.123274,114.115031,32.343274,40923,2953
114.075031,32.123274,114.115031,32.363274,42877,3100
114.075031,32.123274,114.115031,32.383274,44644,3351
114.075031,32.123274,114.115031,32.403274,46867,3512
114.075031,32.123274,114.115031,32.423274,51289,5007
114.075031,32.123274,114.135031,31.843274,41739,4919
114.075031,32.123274,114.135031,31.863274,33789,4010
114.075031,32.123274,114.135031,31.883274,34103,2615
114.075031,32.123274,114.135031,31.903274,29491,2335
114.075031,32.123274,114.135031,31.923274,28904,2518
114.075031,32.123274,114.135031,31.943274,26059,2032
114.075031,32.123274,114.135031,31.963274,25781,2785
114.075031,32.123274,114.135031,31.983274,19006,1736
114.075031,32.123274,114.135031,32.003274,17925,1523
114.075031,32.123274,114.135031,32.023274,20364,1891
114.075031,32.123274,114.135031,32.043274,15689,1580
114.075031,32.123274,114.135031,32.063274,12286,1277
114.075031,32.123274,114.135031,32.083274,9407,1012
114.075031,32.123274,114.135031,32.103274,8439,944
114.075031,32.123274,114.135031,32.123274,7213,820
114.075031,32.123274,114.135031,32.143274,7566,835
114.075031,32.123274,114.135031,32.163274,9572,1114
114.075031,32.123274,114.135031,32.183274,12592,1262
114.075031,32.123274,114.135031,32.203274,25673,2007
114.075031,32.123274,114.135031,32.223274,16997,1559
114.075031,32.123274,114.135031,32.243274,26590,2463
114.075031,32.123274,114.135031,32.263274,28044,2641
114.075031,32.123274,114.135031,32.283274,32170,2771
114.075031,32.123274,114.135031,32.303274,42440,2925
114.075031,32.123274,114.135031,32.323274,39129,2668
114.075031,32.123274,114.135031,32.343274,38634,2633
114.075031,32.123274,114.135031,32.363274,40785,2879
