ox,oy,dx,dy,distance,time
105.427217,27.789296,105.027217,27.989296,96326,9826
105.427217,27.789296,105.027217,28.009296,94882,9194
105.427217,27.789296,105.027217,28.029296,100805,9625
105.427217,27.789296,105.027217,28.049296,103908,9907
105.427217,27.789296,105.027217,28.069296,177675,14451
105.427217,27.789296,105.027217,28.089296,179121,14761
105.427217,27.789296,105.027217,28.109296,174193,14649
105.427217,27.789296,105.027217,28.129296,170050,13282
105.427217,27.789296,105.027217,28.149296,149672,11226
105.427217,27.789296,105.027217,28.169296,152284,11644
105.427217,27.789296,105.027217,28.189296,144491,11130
105.427217,27.789296,105.027217,28.209296,154463,10885
105.427217,27.789296,105.027217,28.229296,154730,10804
105.427217,27.789296,105.027217,28.249296,155718,11859
105.427217,27.789296,105.027217,28.269296,146047,11198
105.427217,27.789296,105.027217,28.289296,137345,8557
105.427217,27.789296,105.047217,27.309296,182581,13507
105.427217,27.789296,105.047217,27.329296,181874,13693
105.427217,27.789296,105.047217,27.349296,186906,14180
105.427217,27.789296,105.047217,27.369296,192032,15327
105.427217,27.789296,105.047217,27.389296,192856,15527
105.427217,27.789296,105.047217,27.409296,89597,10631
105.427217,27.789296,105.047217,27.429296,86518,10257
105.427217,27.789296,105.047217,27.449296,83775,9971
105.427217,27.789296,105.047217,27.469296,83033,10171
105.427217,27.789296,105.047217,27.489296,85512,9784
105.427217,27.789296,105.047217,27.509296,77845,8831
105.427217,27.789296,105.047217,27.529296,77824,9049
105.427217,27.789296,105.047217,27.549296,85697,10314
105.427217,27.789296,105.047217,27.569296,80170,9523
105.427217,27.789296,105.047217,27.589296,81357,9703
105.427217,27.789296,105.047217,27.609296,74423,9126
105.427217,27.789296,105.047217,27.629296,78526,8515
105.427217,27.789296,105.047217,27.649296,74763,8330
105.427217,27.789296,105.047217,27.669296,71079,8090
105.427217,27.789296,105.047217,27.689296,74453,8657
105.427217,27.789296,105.047217,27.709296,79500,8578
105.427217,27.789296,105.047217,27.729296,67169,8422
105.427217,27.789296,105.047217,27.749296,82688,8151
105.427217,27.789296,105.047217,27.769296,75281,7459
105.427217,27.789296,105.047217,27.789296,72215,7509
105.427217,27.789296,105.047217,27.809296,70505,7307
105.427217,27.789296,105.047217,27.829296,65360,6232
105.427217,27.789296,105.047217,27.849296,64827,6168
105.427217,27.789296,105.047217,27.869296,67626,6320
105.427217,27.789296,105.047217,27.889296,75434,7202
105.427217,27.789296,105.047217,27.909296,78059,7407
105.427217,27.789296,105.047217,27.929296,81705,7995
105.427217,27.789296,105.047217,27.949296,86029,8429
105.427217,27.789296,105.047217,27.969296,92383,9356
105.427217,27.789296,105.047217,27.989296,101144,10492
105.427217,27.789296,105.047217,28.009296,106374,10300
105.427217,27.789296,105.047217,28.029296,100660,9583
105.427217,27.789296,105.047217,28.049296,101836,9779
105.427217,27.789296,105.047217,28.069296,147559,10974
105.427217,27.789296,105.047217,28.089296,149432,11698
105.427217,27.789296,105.047217,28.109296,174179,13999
105.427217,27.789296,105.047217,28.129296,173037,13743
105.427217,27.789296,105.047217,28.149296,150292,11263
105.427217,27.789296,105.047217,28.169296,146566,10984
105.427217,27.789296,105.047217,28.189296,140948,10379
105.427217,27.789296,105.047217,28.209296,142303,10393
105.427217,27.789296,105.047217,28.229296,151759,10462
105.427217,27.789296,105.047217,28.249296,138417,9751
105.427217,27.789296,105.047217,28.269296,143478,9745
105.427217,27.789296,105.047217,28.289296,132631,8666
105.427217,27.789296,105.067217,27.309296,177143,12752
105.427217,27.789296,105.067217,27.329296,184317,13980
105.427217,27.789296,105.067217,27.349296,189622,14543
105.427217,27.789296,105.067217,27.369296,189998,14541
105.427217,27.789296,105.067217,27.389296,191980,14915
105.427217,27.789296,105.067217,27.409296,196910,15952
105.427217,27.789296,105.067217,27.429296,87668,10420
105.427217,27.789296,105.067217,27.449296,85144,10212
105.427217,27.789296,105.067217,27.469296,81452,9763
105.427217,27.789296,105.067217,27.489296,78211,9282
105.427217,27.789296,105.067217,27.509296,75279,8847
105.427217,27.789296,105.067217,27.529296,74373,8435
105.427217,27.789296,105.067217,27.549296,75629,8798
105.427217,27.789296,105.067217,27.569296,76560,9438
105.427217,27.789296,105.067217,27.589296,76218,9313
105.427217,27.789296,105.067217,27.609296,71052,8808
105.427217,27.789296,105.067217,27.629296,76079,9357
105.427217,27.789296,105.067217,27.649296,66574,7423
105.427217,27.789296,105.067217,27.669296,68356,7760
105.427217,27.789296,105.067217,27.689296,71860,7993
105.427217,27.789296,105.067217,27.709296,71092,9668
105.427217,27.789296,105.067217,27.729296,66230,8323
105.427217,27.789296,105.067217,27.749296,60692,7650
105.427217,27.789296,105.067217,27.769296,59316,7558
105.427217,27.789296,105.067217,27.789296,72181,7121
105.427217,27.789296,105.067217,27.809296,68847,6817
105.427217,27.789296,105.067217,27.829296,68208,6792
105.427217,27.789296,105.067217,27.849296,62176,5787
105.427217,27.789296,105.067217,27.869296,63564,5908
105.427217,27.789296,105.067217,27.889296,72172,6723
105.427217,27.789296,105.067217,27.909296,78766,7395
105.427217,27.789296,105.067217,27.929296,78974,7591
105.427217,27.789296,105.067217,27.949296,87961,8736
105.427217,27.789296,105.067217,27.969296,86418,8343
105.427217,27.789296,105.067217,27.989296,105925,10176
105.427217,27.789296,105.067217,28.009296,106904,10490
105.427217,27.789296,105.067217,28.029296,103480,9747
105.427217,27.789296,105.067217,28.049296,104908,10220
105.427217,27.789296,105.067217,28.069296,144959,10460
105.427217,27.789296,105.067217,28.089296,149512,11737
105.427217,27.789296,105.067217,28.109296,175656,14157
105.427217,27.789296,105.067217,28.129296,139509,10732
105.427217,27.789296,105.067217,28.149296,142811,10506
105.427217,27.789296,105.067217,28.169296,141333,10372
105.427217,27.789296,105.067217,28.189296,137835,9881
105.427217,27.789296,105.067217,28.209296,141056,10230
105.427217,27.789296,105.067217,28.229296,147562,9963
105.427217,27.789296,105.067217,28.249296,134539,9142
105.427217,27.789296,105.067217,28.269296,131769,8662
105.427217,27.789296,105.067217,28.289296,129332,8449
105.427217,27.789296,105.087217,27.309296,178816,12850
105.427217,27.789296,105.087217,27.329296,183005,13942
105.427217,27.789296,105.087217,27.349296,186788,14789
105.427217,27.789296,105.087217,27.369296,195865,15622
105.427217,27.789296,105.087217,27.389296,193454,14978
105.427217,27.789296,105.087217,27.409296,198171,16146
105.427217,27.789296,105.087217,27.429296,90634,10758
105.427217,27.789296,105.087217,27.449296,86029,10508
105.427217,27.789296,105.087217,27.469296,82315,9818
105.427217,27.789296,105.087217,27.489296,80706,9637
105.427217,27.789296,105.087217,27.509296,73832,8750
105.427217,27.789296,105.087217,27.529296,70644,8134
105.427217,27.789296,105.087217,27.549296,71560,8250
105.427217,27.789296,105.087217,27.569296,68895,8330
105.427217,27.789296,105.087217,27.589296,69910,8380
105.427217,27.789296,105.087217,27.609296,69458,8275
105.427217,27.789296,105.087217,27.629296,62277,7474
105.427217,27.789296,105.087217,27.649296,63805,7173
105.427217,27.789296,105.087217,27.669296,69164,7829
105.427217,27.789296,105.087217,27.689296,63569,8662
105.427217,27.789296,105.087217,27.709296,67905,9324
105.427217,27.789296,105.087217,27.729296,72918,9130
105.427217,27.789296,105.087217,27.749296,57335,7693
105.427217,27.789296,105.087217,27.769296,57107,7349
105.427217,27.789296,105.087217,27.789296,73129,7216
105.427217,27.789296,105.087217,27.809296,73404,7226
105.427217,27.789296,105.087217,27.829296,75087,7392
105.427217,27.789296,105.087217,27.849296,60007,5577
105.427217,27.789296,105.087217,27.869296,65085,6201
105.427217,27.789296,105.087217,27.889296,90075,9010
105.427217,27.789296,105.087217,27.909296,78308,7369
105.427217,27.789296,105.087217,27.929296,80049,7609
105.427217,27.789296,105.087217,27.949296,90495,8923
105.427217,27.789296,105.087217,27.969296,90796,8945
105.427217,27.789296,105.087217,27.989296,106966,10321
105.427217,27.789296,105.087217,28.009296,108441,10470
105.427217,27.789296,105.087217,28.029296,105698,9883
105.427217,27.789296,105.087217,28.049296,147976,10606
105.427217,27.789296,105.087217,28.069296,142649,10307
105.427217,27.789296,105.087217,28.089296,137149,10296
105.427217,27.789296,105.087217,28.109296,133371,9779
105.427217,27.789296,105.087217,28.129296,134765,9658
105.427217,27.789296,105.087217,28.149296,140331,10134
105.427217,27.789296,105.087217,28.169296,130800,9127
105.427217,27.789296,105.087217,28.189296,135027,9527
105.427217,27.789296,105.087217,28.209296,132348,10098
105.427217,27.789296,105.087217,28.229296,143534,9528
105.427217,27.789296,105.087217,28.249296,132315,8900
105.427217,27.789296,105.087217,28.269296,129898,8809
105.427217,27.789296,105.087217,28.289296,126372,8165
105.427217,27.789296,105.107217,27.309296,176335,12867
105.427217,27.789296,105.107217,27.329296,182036,13179
105.427217,27.789296,105.107217,27.349296,161463,13080
105.427217,27.789296,105.107217,27.369296,195746,15543
105.427217,27.789296,105.107217,27.389296,194942,15130
105.427217,27.789296,105.107217,27.409296,196751,15682
105.427217,27.789296,105.107217,27.429296,95095,11826
105.427217,27.789296,105.107217,27.449296,96712,11681
105.427217,27.789296,105.107217,27.469296,86462,10409
105.427217,27.789296,105.107217,27.489296,83769,10073
105.427217,27.789296,105.107217,27.509296,72525,8329
105.427217,27.789296,105.107217,27.529296,70389,8493
105.427217,27.789296,105.107217,27.549296,67965,7873
105.427217,27.789296,105.107217,27.569296,64969,7609
105.427217,27.789296,105.107217,27.589296,65810,7819
105.427217,27.789296,105.107217,27.609296,63083,7145
105.427217,27.789296,105.107217,27.629296,59888,6765
105.427217,27.789296,105.107217,27.649296,60784,6885
105.427217,27.789296,105.107217,27.669296,63128,7361
105.427217,27.789296,105.107217,27.689296,66786,7825
105.427217,27.789296,105.107217,27.709296,70217,9472
105.427217,27.789296,105.107217,27.729296,67028,9301
105.427217,27.789296,105.107217,27.749296,58301,7927
105.427217,27.789296,105.107217,27.769296,54878,7173
105.427217,27.789296,105.107217,27.789296,75410,7682
105.427217,27.789296,105.107217,27.809296,76475,7725
105.427217,27.789296,105.107217,27.829296,76499,7650
105.427217,27.789296,105.107217,27.849296,59294,5512
105.427217,27.789296,105.107217,27.869296,69257,7058
105.427217,27.789296,105.107217,27.889296,89615,8996
105.427217,27.789296,105.107217,27.909296,85059,8342
105.427217,27.789296,105.107217,27.929296,82909,8086
105.427217,27.789296,105.107217,27.949296,91314,8632
105.427217,27.789296,105.107217,27.969296,91602,9049
105.427217,27.789296,105.107217,27.989296,104010,9992
105.427217,27.789296,105.107217,28.009296,112249,11008
105.427217,27.789296,105.107217,28.029296,112415,10713
105.427217,27.789296,105.107217,28.049296,109316,10325
105.427217,27.789296,105.107217,28.069296,140694,10174
105.427217,27.789296,105.107217,28.089296,140053,10174
105.427217,27.789296,105.107217,28.109296,134935,10480
105.427217,27.789296,105.107217,28.129296,132417,9444
105.427217,27.789296,105.107217,28.149296,130741,9536
105.427217,27.789296,105.107217,28.169296,128189,8791
105.427217,27.789296,105.107217,28.189296,136788,9908
105.427217,27.789296,105.107217,28.209296,130257,9510
105.427217,27.789296,105.107217,28.229296,140995,9297
105.427217,27.789296,105.107217,28.249296,136605,8976
105.427217,27.789296,105.107217,28.269296,133750,8717
105.427217,27.789296,105.107217,28.289296,128479,8560
105.427217,27.789296,105.127217,27.309296,173960,12082
105.427217,27.789296,105.127217,27.329296,184063,13350
105.427217,27.789296,105.127217,27.349296,158820,12653
105.427217,27.789296,105.127217,27.369296,159677,13089
105.427217,27.789296,105.127217,27.389296,161235,13299
105.427217,27.789296,105.127217,27.409296,198675,16252
105.427217,27.789296,105.127217,27.429296,135849,13049
105.427217,27.789296,105.127217,27.449296,97327,11595
105.427217,27.789296,105.127217,27.469296,94811,11719
105.427217,27.789296,105.127217,27.489296,99505,12272
105.427217,27.789296,105.127217,27.509296,81506,9777
105.427217,27.789296,105.127217,27.529296,71867,8445
105.427217,27.789296,105.127217,27.549296,67218,7954
105.427217,27.789296,105.127217,27.569296,66420,7820
105.427217,27.789296,105.127217,27.589296,62042,7338
105.427217,27.789296,105.127217,27.609296,59756,7007
105.427217,27.789296,105.127217,27.629296,57267,6600
105.427217,27.789296,105.127217,27.649296,64367,7627
105.427217,27.789296,105.127217,27.669296,64894,7670
105.427217,27.789296,105.127217,27.689296,55762,7627
105.427217,27.789296,105.127217,27.709296,68741,9437
105.427217,27.789296,105.127217,27.729296,61712,8682
105.427217,27.789296,105.127217,27.749296,70538,10524
105.427217,27.789296,105.127217,27.769296,51754,7006
105.427217,27.789296,105.127217,27.789296,52217,7018
105.427217,27.789296,105.127217,27.809296,48444,6651
105.427217,27.789296,105.127217,27.829296,58373,5637
105.427217,27.789296,105.127217,27.849296,55988,5271
105.427217,27.789296,105.127217,27.869296,57960,5446
105.427217,27.789296,105.127217,27.889296,61455,5903
105.427217,27.789296,105.127217,27.909296,91844,9170
105.427217,27.789296,105.127217,27.929296,96259,9058
105.427217,27.789296,105.127217,27.949296,95440,8995
105.427217,27.789296,105.127217,27.969296,101798,9690
105.427217,27.789296,105.127217,27.989296,104101,10017
105.427217,27.789296,105.127217,28.009296,110884,10565
105.427217,27.789296,105.127217,28.029296,110783,10551
105.427217,27.789296,105.127217,28.049296,110842,10450
105.427217,27.789296,105.127217,28.069296,145550,11049
105.427217,27.789296,105.127217,28.089296,134227,9533
105.427217,27.789296,105.127217,28.109296,129218,9560
105.427217,27.789296,105.127217,28.129296,129646,9197
105.427217,27.789296,105.127217,28.149296,136015,9891
105.427217,27.789296,105.127217,28.169296,124597,8424
105.427217,27.789296,105.127217,28.189296,127187,8840
105.427217,27.789296,105.127217,28.209296,121916,8821
105.427217,27.789296,105.127217,28.229296,124080,9493
105.427217,27.789296,105.127217,28.249296,139751,9217
105.427217,27.789296,105.127217,28.269296,131151,8432
105.427217,27.789296,105.127217,28.289296,129132,8539
105.427217,27.789296,105.147217,27.309296,173454,11874
105.427217,27.789296,105.147217,27.329296,177607,12506
105.427217,27.789296,105.147217,27.349296,155888,12147
105.427217,27.789296,105.147217,27.369296,157087,12386
105.427217,27.789296,105.147217,27.389296,158539,12755
105.427217,27.789296,105.147217,27.409296,134374,12993
105.427217,27.789296,105.147217,27.429296,134374,12993
105.427217,27.789296,105.147217,27.449296,131604,12554
105.427217,27.789296,105.147217,27.469296,135044,12826
105.427217,27.789296,105.147217,27.489296,137919,13379
105.427217,27.789296,105.147217,27.509296,79899,9636
105.427217,27.789296,105.147217,27.529296,77579,9397
105.427217,27.789296,105.147217,27.549296,72585,9046
105.427217,27.789296,105.147217,27.569296,65457,7645
105.427217,27.789296,105.147217,27.589296,60623,6998
105.427217,27.789296,105.147217,27.609296,58002,6753
105.427217,27.789296,105.147217,27.629296,55006,6348
105.427217,27.789296,105.147217,27.649296,52530,6090
105.427217,27.789296,105.147217,27.669296,57961,6648
105.427217,27.789296,105.147217,27.689296,49542,5851
105.427217,27.789296,105.147217,27.709296,72592,10007
105.427217,27.789296,105.147217,27.729296,64870,8762
105.427217,27.789296,105.147217,27.749296,58148,8476
105.427217,27.789296,105.147217,27.769296,51443,6999
105.427217,27.789296,105.147217,27.789296,49807,6859
105.427217,27.789296,105.147217,27.809296,47647,6546
105.427217,27.789296,105.147217,27.829296,59914,5806
105.427217,27.789296,105.147217,27.849296,55313,5200
105.427217,27.789296,105.147217,27.869296,53752,5090
105.427217,27.789296,105.147217,27.889296,62949,6177
105.427217,27.789296,105.147217,27.909296,62678,6117
105.427217,27.789296,105.147217,27.929296,95128,9440
105.427217,27.789296,105.147217,27.949296,97905,9206
105.427217,27.789296,105.147217,27.969296,100187,9383
105.427217,27.789296,105.147217,27.989296,103796,9649
