lng,lat,distance,time
113.989292749,32.2654353203,22314,2056
113.989290875,32.2854369023,22784,1961
113.989288999,32.3054380636,23643,1770
113.989287121,32.3254387844,27049,2317
113.989285242,32.3454390461,30104,2602
113.989283361,32.365438832,32803,3121
113.989281479,32.3854381267,43777,3242
113.989279595,32.4054369168,38325,3116
113.98927771,32.4254351907,39014,3180
114.009277071,31.8452918152,43702,3244
114.009275215,31.8652958402,37884,4936
114.009273359,31.8853000545,36563,3667
114.0092715,31.9053044283,32651,3638
114.009269641,31.9253089315,32567,2845
114.009267779,31.9453135333,30370,2780
114.009265917,31.9653182025,29202,2538
114.009264052,31.9853229073,21392,2152
114.009262187,32.0053276162,18864,1652
114.009260319,32.025332297,15934,1526
114.009258451,32.0453369181,13980,1690
114.00925658,32.0653414476,11592,1366
114.009254708,32.085345854,11267,1098
114.009252835,32.1053501062,7114,832
114.00925096,32.1253541737,9976,1159
114.009249084,32.1453580263,8387,761
114.009247206,32.1653616349,9851,858
114.009245327,32.1853649709,15738,1422
114.009243446,32.2053680067,12775,1182
114.009241563,32.2253707159,18309,1741
114.009239679,32.245373073,18457,1650
114.009237793,32.2653750538,20613,1883
114.009235906,32.2853766356,20626,1809
114.009234018,32.3053777968,22694,1992
114.009232128,32.3253785174,25297,2167
114.009230236,32.345378779,27254,2463
114.009228343,32.3653785646,31858,3102
114.009226448,32.3853778592,35914,3497
114.009224551,32.4053766491,36703,3056
114.009222654,32.4253749228,37664,3325
114.029228113,31.8452364522,44848,3483
114.029226247,31.865240477,36678,3458
114.029224379,31.885244691,35630,3951
114.02922251,31.9052490647,31331,3468
114.029220639,31.9252535677,29992,2686
114.029218767,31.9452581694,31625,4028
114.029216893,31.9652628383,21889,2457
114.029215018,31.985267543,19626,2055
114.029213141,32.0052722516,16392,1715
114.029211263,32.0252769323,15141,1592
114.029209383,32.0452815532,12280,1275
114.029207501,32.0652860825,9452,973
114.029205618,32.0852904887,9317,960
114.029203734,32.1052947408,5120,571
114.029201848,32.125298808,4436,650
114.02919996,32.1453026605,5879,601
114.029198071,32.1653062689,8969,1015
114.029196181,32.1853096047,10934,1089
114.029194289,32.2053126403,12393,2050
114.029192395,32.2253153493,20553,1759
114.0291905,32.2453177062,16975,1537
114.029188603,32.2653196869,19338,1704
114.029186705,32.2853212685,19593,1729
114.029184805,32.3053224295,21978,2072
114.029182903,32.3253231499,24275,2105
114.029181,32.3453234113,26338,2253
114.029179096,32.3653231968,30093,2531
114.02917719,32.3853224911,30820,2558
114.029175282,32.4053212809,33853,2786
114.029173373,32.4253195544,35287,2905
114.049191737,31.8451918616,39860,3204
114.049189862,31.8651958863,35309,3505
114.049187986,31.8852001001,33852,3230
114.049186109,31.9052044735,30585,2789
114.049184229,31.9252089763,27737,2340
114.049182349,31.9452135777,26013,4064
114.049180467,31.9652182465,23877,3696
114.049178583,31.9852229509,19865,2647
114.049176698,32.0052276594,18759,2165
114.049174811,32.0252323398,14508,1682
114.049172923,32.0452369605,11833,1177
114.049171033,32.0652414895,9142,1070
114.049169142,32.0852458955,6728,742
114.049167249,32.1052501474,3955,493
114.049165355,32.1252542144,2478,334
114.049163459,32.1452580667,3451,434
114.049161561,32.1652616748,7420,839
114.049159662,32.1852650104,8196,909
114.049157762,32.2052680458,9744,1068
114.04915586,32.2252707546,12426,1212
114.049153956,32.2452731113,14980,1386
114.049152051,32.2652750918,17737,1586
114.049150144,32.2852766731,19247,1834
114.049148236,32.3052778339,22823,2020
114.049146326,32.3252785541,26913,2389
114.049144415,32.3452788153,28666,2729
114.049142502,32.3652786005,29945,3462
114.049140587,32.3852778947,34290,3389
114.049138671,32.4052766842,35713,4270
114.049136753,32.4252749575,36696,3099
114.069173072,31.8451624549,33413,2433
114.069171193,31.8651664793,34397,3435
114.069169312,31.8851706928,30043,2272
114.06916743,31.905175066,31074,3181
114.069165547,31.9251795686,25548,2092
114.069163662,31.9451841697,23879,2410
114.069161775,31.9651888381,20624,1857
114.069159887,31.9851935424,17940,2310
114.069157997,32.0051982505,15847,1371
114.069156106,32.0252029307,14841,1510
114.069154214,32.0452075511,11449,1205
114.069152319,32.0652120799,8847,1002
114.069150423,32.0852164856,6145,847
114.069148526,32.1052207372,3275,463
114.069146627,32.125224804,156,38
114.069144727,32.145228656,3305,414
114.069142825,32.1652322638,6052,734
114.069140921,32.1852355991,8542,977
114.069139016,32.2052386343,11134,1179
114.06913711,32.2252413428,14904,1668
114.069135201,32.2452436992,22592,2088
114.069133292,32.2652456794,20991,1887
114.06913138,32.2852472605,21262,1955
114.069129468,32.3052484211,23240,2173
114.069127553,32.325249141,27683,2437
114.069125637,32.3452494019,46233,3803
114.06912372,32.3652491869,31853,3977
114.0691218,32.3852484807,35913,3494
114.06911988,32.40524727,39937,4397
114.069117958,32.4252455431,48025,4440
114.089174845,31.8451505909,32462,2716
114.089172966,31.865154615,31193,2340
114.089171085,31.8851588282,28497,2146
114.089169203,31.9051632011,26210,1972
114.08916732,31.9251677033,23899,1867
114.089165435,31.9451723041,21625,1713
114.089163548,31.9651769722,19831,1580
114.08916166,31.9851816761,26057,2392
114.08915977,32.0051863839,15434,1919
114.089157879,32.0251910638,13573,1192
114.089155986,32.0451956839,15777,1348
114.089154092,32.0652002123,10315,1316
114.089152196,32.0852046177,7257,949
114.089150299,32.105208869,3719,545
114.0891484,32.1252129355,3424,487
114.089146499,32.1452167871,3988,464
114.089144597,32.1652203947,9744,1005
114.089142694,32.1852237297,9082,962
114.089140789,32.2052267645,12187,1218
114.089138882,32.2252294727,21252,1799
114.089136974,32.2452318288,22751,2097
114.089135064,32.2652338087,24717,2447
114.089133153,32.2852353894,27101,2729
114.08913124,32.3052365496,30758,2916
114.089129325,32.3252372693,44212,3852
114.089127409,32.3452375298,46217,3585
114.089125492,32.3652373145,45193,3532
114.089123573,32.385236608,37515,4036
114.089121652,32.405235397,51852,5062
114.08911973,32.4252336697,48888,4711
114.109197023,31.8451562721,35507,2919
114.109195148,31.8651602958,34408,2669
114.109193272,31.8851645087,31711,2441
114.109191394,31.9051688811,29204,2366
114.109189515,31.925173383,26298,2048
114.109187634,31.9451779834,23350,1953
114.109185752,31.9651826512,22859,1983
114.109183868,31.9851873547,19060,1792
114.109181983,32.0051920621,16810,1541
114.109180096,32.0251967416,17234,1498
114.109178208,32.0452013613,14409,1474
114.109176318,32.0652058894,15691,1874
114.109174427,32.0852102944,6952,805
114.109172534,32.1052145453,7511,903
114.109170639,32.1252186114,4525,584
114.109168743,32.1452224626,5715,611
114.109166846,32.1652260698,9000,972
114.109164946,32.1852294044,10248,1064
114.109163046,32.2052324389,15133,1477
114.109161144,32.2252351467,19103,1618
114.10915924,32.2452375024,24657,2228
114.109157334,32.2652394819,27148,2601
114.109155428,32.2852410623,34008,2868
114.109153519,32.3052422221,44536,3211
114.109151609,32.3252429414,41669,2918
114.109149698,32.3452432016,40923,2953
114.109147785,32.3652429858,42877,3100
114.10914587,32.385242279,44644,3351
114.109143954,32.4052410676,46867,3512
114.109142036,32.4252393399,51289,5007
114.129236841,31.8451771698,41739,4919
114.129234975,31.865181193,33789,4010
114.129233107,31.8851854054,34103,2615
114.129231237,31.9051897775,29491,2335
114.129229366,31.9251942789,28904,2518
114.129227494,31.9451988789,26059,2032
114.12922562,31.9652035462,25781,2785
114.129223744,31.9852082493,19006,1736
114.129221867,32.0052129563,17925,1523
114.129219989,32.0252176354,20364,1891
114.129218109,32.0452222546,15689,1580
114.129216227,32.0652267823,12286,1277
114.129214344,32.0852311869,9407,1012
114.129212459,32.1052354373,8439,944
114.129210573,32.125239503,7213,820
114.129208685,32.1452433539,7566,835
114.129206796,32.1652469606,9572,1114
114.129204905,32.1852502948,12592,1262
114.129203013,32.2052533288,25673,2007
114.129201119,32.2252560362,16997,1559
114.129199223,32.2452583915,26590,2463
114.129197326,32.2652603706,28044,2641
114.129195428,32.2852619505,32170,2771
114.129193528,32.3052631099,42440,2925
114.129191626,32.3252638287,39129,2668
114.129189723,32.3452640885,38634,2633
114.129187818,32.3652638723,40785,2879
114.129185912,32.3852631651,43937,3799
114.129184004,32.4052619533,47295,3750
114.129182095,32.4252602252,56476,5104
114.149289217,31.8452089743,39886,3567
114.149287362,31.8652129971,37086,3078
114.149285505,31.885217209,33196,2735
114.149283646,31.9052215806,32135,2569
114.149281786,31.9252260816,33152,2664
114.149279924,31.9452306811,28003,2175
114.149278061,31.965235348,24105,2062
114.149276197,31.9852400506,21361,1788
114.149274331,32.0052447571,22076,1868
114.149272463,32.0252494358,17248,1727
114.149270594,32.0452540545,15238,1590
114.149268723,32.0652585817,14554,1480
114.149266851,32.0852629859,11418,1223
114.149264978,32.1052672359,10412,1102
114.149263102,32.1252713011,8478,902
114.149261226,32.1452751515,9355,896
114.149259347,32.1652787578,14508,1389
114.149257468,32.1852820915,14346,1596
114.149255586,32.205285125,17402,1717
114.149253704,32.2252878319,16352,1485
114.149251819,32.2452901868,26404,2598
114.149249933,32.2652921654,30435,2656
114.149248046,32.2852937449,29554,2545
114.149246157,32.3052949039,43778,3059
114.149244267,32.3252956222,40206,2972
114.149242374,32.3452958815,44963,3288
114.149240481,32.3652956649,42663,2991
114.149238586,32.3852949572,45106,3292
114.149236689,32.4052937449,46516,3393
114.149234791,32.4252920163,48845,3840
114.169347481,31.8452460218,67558,5633
114.169345638,31.8652500441,38390,3673
114.169343793,31.8852542555,34342,2726
114.169341947,31.9052586266,33450,2827
114.169340099,31.9252631271,32367,4149
114.16933825,31.9452677262,30291,2519
114.169336399,31.9652723926,25845,2293
114.169334546,31.9852770947,22269,1824
114.169332692,32.0052818008,20103,2144
114.169330837,32.0252864789,18969,1997
114.16932898,32.0452910972,18584,1812
114.169327122,32.065295624,14892,1567
114.169325262,32.0853000276,13893,1482
114.169323401,32.1053042771,12537,1312
114.169321538,32.1253083419,10377,1071
114.169319673,32.1453121918,12329,1232
114.169317808,32.1653157976,19022,1790
114.16931594,32.1853191308,18436,1696
114.169314071,32.2053221639,17638,1813
114.169312201,32.2253248704,18435,1641
114.169310329,32.2453272247,19848,1780
114.169308455,32.2653292029,26153,2181
114.16930658,32.2853307819,27313,2229
114.169304704,32.3053319403,29401,2709
114.169302826,32.3253326582,41513,3182
114.169300946,32.345332917,46929,4497
114.169299065,32.3653326999,45142,3164
114.169297183,32.3853319917,45914,4125
114.169295298,32.405330779,48923,5781
114.169293413,32.4253290499,51842,4442
114.189404332,31.8452821075,66519,4933
114.189402501,31.8652861293,38463,3328
114.189400668,31.8852903403,40141,4414
114.189398833,31.9052947109,43139,6718
114.189396997,31.9252992109,37472,4946
114.18939516,31.9453038095,34654,2693
114.189393321,31.9653084754,31150,2551
114.18939148,31.9853131771,24342,1975
114.189389638,32.0053178827,27540,2233
114.189387795,32.0253225604,22089,2515
114.18938595,32.0453271782,24092,3830
114.189384104,32.0653317044,17213,2000
114.189382256,32.0853361076,16063,1686
114.189380406,32.1053403567,14806,1468
114.189378556,32.1253444209,14707,1536
114.189376703,32.1453482704,13329,1191
114.189374849,32.1653518757,15805,1791
114.189372994,32.1853552085,28343,2596
114.189371137,32.2053582411,25413,2122
114.189369279,32.225360947,22493,1924
114.189367419,32.2453633009,21018,1759
114.189365557,32.2653652786,24016,2008
114.189363695,32.2853668571,26815,2224
114.18936183,32.3053680151,35239,2796
114.189359964,32.3253687325,36771,2809
114.189358097,32.3453689909,48669,3543
114.189356228,32.3653687733,47188,3466
114.189354357,32.3853680646,41351,3746
114.189352486,32.4053668514,43243,3517
114.189350612,32.4253651219,51342,4316
114.209452874,31.8453113724,41493,4414
114.209451052,31.8653153938,39093,3105
114.209449229,31.8853196043,41581,3603
114.209447405,31.9053239745,44829,7380
114.209445579,31.925328474,35726,2990
114.209443752,31.9453330722,33198,2633
114.209441923,31.9653377376,29899,2612
114.209440093,31.9853424389,26678,2120
114.209438261,32.005347144,28730,2586
114.209436428,32.0253518212,34583,2868
114.209434593,32.0453564386,21631,3362
114.209432757,32.0653609644,20529,2348
114.209430919,32.0853653671,18174,1858
114.20942908,32.1053696157,16878,1548
114.209427239,32.1253736795,15929,1628
114.209425397,32.1453775285,14995,1280
114.209423553,32.1653811334,21597,2071
114.209421708,32.1853844657,20695,1621
114.209419861,32.2053874978,26135,2282
114.209418013,32.2253902033,25724,3048
114.209416164,32.2453925568,22550,1883
114.209414313,32.265394534,24059,1971
114.20941246,32.2853961121,29540,2516
114.209410606,32.3053972696,29811,2320
114.20940875,32.3253979866,33385,2652
114.209406893,32.3453982445,34555,2971
114.209405034,32.3653980264,40592,3939
114.209403174,32.3853973173,40440,3145
114.209401313,32.4053961036,42189,3585
114.20939945,32.4253943736,47127,3957
114.229487595,31.845329138,52488,3913
114.229485781,31.8653331589,49992,3655
114.229483965,31.8853373691,48173,3564
114.229482148,31.9053417388,47999,3608
114.229480329,31.925346238,46176,5615
114.229478509,31.9453508357,33786,3286
114.229476687,31.9653555007,30366,2421
114.229474864,31.9853602015,28786,2243
114.229473039,32.0053649063,31356,2473
114.229471213,32.0253695831,33462,2599
114.229469385,32.0453742,36989,2898
114.229467556,32.0653787254,23299,2553
114.229465726,32.0853831277,21249,2242
114.229463894,32.1053873759,20894,1906
114.22946206,32.1253914393,18294,1859
114.229460225,32.1453952878,17053,1615
114.229458389,32.1653988923,19990,1996
114.229456551,32.1854022242,22104,2046
114.229454711,32.2054052559,28619,3624
114.22945287,32.225407961,26261,2358
114.229451028,32.245410314,24433,2002
114.229449184,32.2654122908,29679,2742
114.229447339,32.2854138685,26889,2126
114.229445492,32.3054150256,29745,2345
114.229443643,32.3254157421,31459,2437
114.229441794,32.3454159996,33276,2616
114.229439942,32.3654157812,35880,2819
114.229438089,32.3854150716,38174,2949
114.229436235,32.4054138575,40843,3125
114.229434379,32.4254121271,45095,3508
114.249505149,31.8453325714,56070,4390
114.249503338,31.865336592,58136,4775
114.249501525,31.8853408018,45658,3139
114.249499711,31.9053451712,44945,3287
114.249497896,31.9253496699,44171,4140
114.249496079,31.9453542673,42257,4562
114.249494261,31.965358932,33129,2855
114.249492441,31.9853636324,30886,2433
114.249490619,32.0053683368,36509,3035
114.249488797,32.0253730132,37189,3195
114.249486973,32.0453776298,36497,2819
114.249485147,32.0653821548,36022,3083
114.24948332,32.0853865567,22566,2447
114.249481491,32.1053908045,21211,1934
114.249479661,32.1253948675,20431,1816
114.249477829,32.1453987157,18194,1584
114.249475996,32.1654023198,25818,2273
114.249474162,32.1854056513,27793,2362
114.249472326,32.2054086827,28915,2361
114.249470488,32.2254113874,31992,2595
114.249468649,32.2454137401,26326,2135
114.249466809,32.2654157165,30639,2755
114.249464967,32.2854172938,29237,2339
114.249463124,32.3054184506,29788,2265
114.249461279,32.3254191667,33230,2651
114.249459432,32.3454194238,34776,2717
114.249457584,32.365419205,37256,3232
114.249455735,32.3854184951,40411,3315
114.249453884,32.4054172806,47962,4152
114.249452032,32.4254155498,46397,3658
114.269504822,31.8453210883,60233,4589
114.26950301,31.8653251086,59719,5185
114.269501197,31.885329318,46523,3458
114.269499383,31.9053336871,45385,3562
114.269497567,31.9253381855,41587,3091
114.269495749,31.9453427825,40302,3329
114.269493931,31.9653474469,36860,2795
114.26949211,31.985352147,37800,2689
114.269490289,32.005356851,33538,2602
114.269488465,32.0253615271,35868,3030
114.269486641,32.0453661434,36005,3134
114.269484814,32.0653706681,34868,3083
114.269482987,32.0853750697,35499,3081
114.269481158,32.1053793172,23080,2084
114.269479327,32.1253833798,23782,2210
114.269477495,32.1453872277,20685,1718
114.269475661,32.1653908315,23767,1990
114.269473826,32.1853941627,26207,2215
114.26947199,32.2053971937,28856,2368
114.269470152,32.2253998981,31236,2535
114.269468312,32.2454022505,28349,2297
