lng,lat,distance,time
113.729078557,32.4254285793,83415,5087
113.729076632,32.4454263317,80173,4710
113.729074705,32.4654235498,76433,4262
113.729072777,32.4854202276,74944,4134
113.729070847,32.5054163606,73198,4124
113.729068915,32.5254119464,74227,4119
113.729066982,32.5454069846,75840,4567
113.729065047,32.5654014765,77457,4525
113.729063111,32.5853954253,79438,4659
113.729061173,32.6053888361,79394,4609
113.729059233,32.625381716,81271,4595
113.749160311,31.6453171975,73320,5279
113.749158447,31.6653179318,72784,5078
113.749156582,31.6853190914,73306,5107
113.749154715,31.705320659,68379,5021
113.749152846,31.7253226156,66907,4758
113.749150977,31.7453249406,66530,4836
113.749149105,31.765327612,63817,4440
113.749147232,31.7853306065,64547,4444
113.749145358,31.8053338996,66238,4555
113.749143482,31.8253374654,68440,4726
113.749141605,31.845341277,72690,5264
113.749139726,31.8653453066,75831,5668
113.749137845,31.8853495253,83405,7156
113.749135963,31.9053539037,85654,6834
113.74913408,31.9253584115,87357,7105
113.749132195,31.9453630178,67467,6874
113.749130308,31.9653676915,65921,6595
113.74912842,31.9853724009,59835,6008
113.74912653,32.0053771142,50806,4881
113.749124639,32.0253817996,48348,4601
113.749122746,32.0453864252,47540,4736
113.749120852,32.0653909592,45491,4436
113.749118956,32.0853953702,46969,5003
113.749117059,32.1053996269,41943,4119
113.74911516,32.1254036989,40820,4062
113.749113259,32.1454075561,38306,4085
113.749111357,32.1654111692,38809,4140
113.749109453,32.1854145097,50637,4953
113.749107548,32.2054175501,45865,4031
113.749105642,32.2254202638,43958,3852
113.749103733,32.2454226254,43379,4101
113.749101823,32.2654246108,42337,3612
113.749099912,32.2854261971,46174,4798
113.749097999,32.3054273629,42761,4377
113.749096085,32.325428088,43552,4578
113.749094168,32.3454283541,48900,4842
113.749092251,32.3654281443,47915,4968
113.749090331,32.3854274434,48632,4770
113.749088411,32.4054262379,50214,5040
113.749086488,32.4254245161,58002,6426
113.749084564,32.4454222681,62369,6186
113.749082639,32.465419486,66047,6876
113.749080712,32.4854161634,77551,4406
113.749078783,32.505412296,74286,4054
113.749076853,32.5254078815,76751,4281
113.749074921,32.5454029193,77867,4475
113.749072987,32.5653974109,83403,5237
113.749071052,32.5853913593,81526,5043
113.749069116,32.6053847698,81095,5721
113.749067178,32.6253776493,83203,5894
113.769186074,31.6453280649,70781,5026
113.769184215,31.6653287988,69700,4889
113.769182355,31.6853299581,64902,4850
113.769180493,31.7053315253,68726,5207
113.76917863,31.7253334815,65737,4678
113.769176765,31.7453358061,62624,4456
113.769174899,31.7653384771,61414,4264
113.769173031,31.7853414712,63858,4485
113.769171162,31.8053447639,66058,4693
113.769169291,31.8253483293,69927,4961
113.769167419,31.8453521405,74877,5730
113.769165545,31.8653561697,75891,5656
113.76916367,31.8853603881,89502,7627
113.769161793,31.905364766,69892,7063
113.769159915,31.9253692734,68221,6811
113.769158035,31.9453738793,64938,6364
113.769156153,31.9653785526,61867,5889
113.76915427,31.9853832616,59078,5649
113.769152386,32.0053879746,59738,5691
113.7691505,32.0253926596,47873,4974
113.769148612,32.0453972848,44651,4111
113.769146723,32.0654018184,43058,4044
113.769144832,32.085406229,40297,3909
113.76914294,32.1054104853,39463,3573
113.769141047,32.1254145569,37510,3657
113.769139151,32.1454184137,37542,3983
113.769137254,32.1654220264,36893,3740
113.769135356,32.1854253665,42338,4653
113.769133456,32.2054284065,42049,4725
113.769131555,32.2254311198,44658,5615
113.769129652,32.2454334811,41563,3680
113.769127747,32.2654354661,40871,3553
113.769125841,32.285437052,39114,3527
113.769123933,32.3054382173,41040,4078
113.769122024,32.3254389421,41265,4122
113.769120113,32.3454392078,42401,4146
113.769118201,32.3654389975,44790,4395
113.769116287,32.3854382962,47638,4758
113.769114371,32.4054370903,53240,5667
113.769112454,32.4254353682,54588,5456
113.769110535,32.4454331198,56505,5801
113.769108615,32.4654303372,77043,3931
113.769106693,32.4854270142,77774,4522
113.76910477,32.5054231465,77640,4375
113.769102845,32.5254187316,82951,5312
113.769100919,32.545413769,84076,5722
113.769098991,32.5654082602,84783,5302
113.769097061,32.5854022082,83595,5203
113.76909513,32.6053956183,81454,5789
113.769093197,32.6253884974,84205,7353
113.789227649,31.6453521026,67099,4702
113.789225799,31.6653528361,68877,4836
113.789223947,31.6853539949,61869,4583
113.789222094,31.7053555617,61701,4453
113.789220239,31.7253575174,61934,4431
113.789218383,31.7453598416,58765,4233
113.789216525,31.7653625122,60234,4146
113.789214666,31.7853655059,62079,4385
113.789212805,31.8053687981,67176,4773
113.789210943,31.8253723631,61436,5333
113.789209079,31.8453761739,62695,5520
113.789207214,31.8653802026,77963,6195
113.789205347,31.8853844205,68078,6755
113.789203479,31.9053887981,64151,6227
113.789201609,31.925393305,67466,6714
113.789199738,31.9453979105,67286,6730
113.789197865,31.9654025833,61298,5842
113.789195991,31.9854072919,57980,5480
113.789194115,32.0054120044,57607,5452
113.789192238,32.025416689,48462,4959
113.789190359,32.0454213138,46805,4657
113.789188478,32.0654258469,43163,3906
113.789186596,32.085430257,39557,3530
113.789184713,32.105434513,37698,3333
113.789182828,32.1254385842,34945,3110
113.789180941,32.1454424405,32891,2986
113.789179053,32.1654460528,34483,3171
113.789177163,32.1854493924,39208,4773
113.789175272,32.205452432,37794,3916
113.789173379,32.2254551448,41803,3705
113.789171485,32.2454575057,41759,3637
113.789169589,32.2654594902,37644,3156
113.789167692,32.2854610757,37254,3130
113.789165793,32.3054622406,37683,3611
113.789163892,32.3254629649,42636,4122
113.78916199,32.3454632302,43690,4224
113.789160087,32.3654630195,48360,4716
113.789158182,32.3854623178,48996,4847
113.789156275,32.4054611114,51025,5064
113.789154367,32.4254593888,53579,5402
113.789152457,32.44545714,55187,5689
113.789150545,32.465454357,61312,4334
113.789148632,32.4854510336,60798,4338
113.789146718,32.5054471654,61739,4349
113.789144802,32.5254427501,64693,4714
113.789142884,32.5454377871,84498,5983
113.789140965,32.5654322778,86823,5683
113.789139044,32.5854262254,89097,6248
113.789137122,32.6054196351,87064,8929
113.789135198,32.6254125137,81572,6604
113.809280529,31.6453854804,65379,4581
113.80927869,31.6653862135,64365,4529
113.809276849,31.6853873718,59380,4343
113.809275007,31.7053889381,57427,4029
113.809273163,31.7253908934,56065,3927
113.809271318,31.7453932171,56839,3977
113.809269471,31.7653958872,59152,4146
113.809267623,31.7853988804,61803,4373
113.809265773,31.8054021722,56703,4610
113.809263922,31.8254057367,58971,4975
113.809262069,31.845409547,62695,5520
113.809260215,31.8654135753,69000,6943
113.809258359,31.8854177928,68738,6873
113.809256502,31.9054221698,65310,6427
113.809254643,31.9254266763,60859,5783
113.809252783,31.9454312813,59278,5696
113.809250921,31.9654359537,63423,6054
113.809249058,31.9854406618,62194,5924
113.809247193,32.0054453739,54802,5095
113.809245327,32.025450058,50592,5546
113.809243459,32.0454546823,47729,4694
113.80924159,32.065459215,44882,4173
113.809239719,32.0854636246,43411,4105
113.809237847,32.1054678801,40286,3610
113.809235973,32.1254719508,34010,4042
113.809234097,32.1454758067,31296,2906
113.80923222,32.1654794185,34051,3330
113.809230342,32.1854827577,36498,4077
113.809228462,32.2054857967,36007,3828
113.80922658,32.2254885092,36028,3926
113.809224697,32.2454908695,38854,3214
113.809222813,32.2654928536,35734,3071
113.809220927,32.2854944386,34608,2928
113.809219039,32.305495603,35605,3246
113.80921715,32.3254963269,44506,4372
113.809215259,32.3454965917,51971,5085
113.809213367,32.3654963806,50541,4889
113.809211473,32.3854956783,50913,4896
113.809209577,32.4054944715,52318,5108
113.809207681,32.4254927485,56301,5704
113.809205782,32.4454904992,57712,5824
113.809203882,32.4654877157,60994,4480
113.80920198,32.4854843918,58723,4082
113.809200077,32.5054805232,60837,4252
113.809198173,32.5254761074,61872,4411
113.809196266,32.5454711439,66751,5194
113.809194359,32.5654656341,66728,4974
113.809192449,32.5854595813,68588,5353
113.809190538,32.6054529905,92920,7366
113.809188626,32.6254458687,81206,6740
113.829338408,31.6454228295,64129,4540
113.82933658,31.665423562,62213,4355
113.829334752,31.6854247199,57686,4033
113.829332921,31.7054262857,55505,3876
113.82933109,31.7254282405,54200,3800
113.829329256,31.7454305637,55401,3885
113.829327422,31.7654332333,57561,4044
113.829325586,31.7854362261,52378,4196
113.829323748,31.8054395174,54238,4640
113.829321909,31.8254430814,61919,5416
113.829320068,31.8454468912,55448,5213
113.829318226,31.865450919,53604,4701
113.829316382,31.885455136,52431,5004
113.829314537,31.9054595126,66315,6613
113.829312691,31.9254640186,59115,5518
113.829310843,31.9454686232,57324,5229
113.829308993,31.9654732951,55645,5211
113.829307142,31.9854780027,52536,4661
113.829305289,32.0054827143,51903,5066
113.829303435,32.0254873979,51491,4644
113.82930158,32.0454920217,42299,4173
113.829299723,32.0654965539,39792,3862
113.829297864,32.0855009631,42230,4057
113.829296004,32.1055052181,44369,4569
113.829294142,32.1255092883,32487,3047
113.829292279,32.1455131437,29598,2852
113.829290414,32.1655167551,29043,2618
113.829288548,32.1855200938,35576,3811
113.82928668,32.2055231324,32967,3585
113.829284811,32.2255258443,38673,3169
113.82928294,32.2455282042,36385,3002
113.829281068,32.2655301878,34238,2861
113.829279194,32.2855317723,32982,2788
113.829277319,32.3055329363,35313,3056
113.829275442,32.3255336596,38273,3382
113.829273564,32.3455339239,41866,3593
113.829271684,32.3655337123,47664,4054
113.829269803,32.3855330096,48384,4052
113.82926792,32.4055318024,49379,4029
113.829266035,32.4255300788,47674,3587
113.829264149,32.4455278291,49316,3591
113.829262262,32.4655250451,51074,3734
113.829260373,32.4855217208,56504,3902
113.829258482,32.5055178516,57541,4001
113.82925659,32.5255134354,60687,4267
113.829254696,32.5455084714,62739,4711
113.829252801,32.5655029611,65567,4893
113.829250904,32.5854969078,67127,5225
113.829249006,32.6054903165,95828,8052
113.829247106,32.6254831943,79487,8485
113.849394071,31.645458006,68825,5381
113.849392255,31.6654587381,61304,4317
113.849390438,31.6854598955,59349,4191
113.849388619,31.7054614609,56950,3997
113.849386799,31.7254634152,55358,3919
113.849384977,31.7454657379,50870,3544
113.849383154,31.7654684071,50270,3514
113.849381329,31.7854713994,52320,4221
113.849379503,31.8054746902,53777,4365
113.849377676,31.8254782537,49525,4043
113.849375847,31.8454820631,51478,4228
113.849374016,31.8654860904,50392,4207
113.849372184,31.885490307,52431,5004
113.849370351,31.9054946831,42903,3360
113.849368516,31.9254991886,43275,3858
113.849366679,31.9455037927,54984,4989
113.849364841,31.9655084641,54484,4866
113.849363002,31.9855131713,51999,4546
113.849361161,32.0055178824,49677,4349
113.849359319,32.0255225655,48528,4105
113.849357475,32.0455271889,47362,3998
113.849355629,32.0655317206,40214,3879
113.849353783,32.0855361293,36560,3419
113.849351934,32.1055403839,31094,2884
113.849350084,32.1255444536,29861,2643
113.849348233,32.1455483085,28216,2537
113.84934638,32.1655519194,25247,2196
113.849344526,32.1855552576,29842,2649
113.84934267,32.2055582957,31282,3629
113.849340812,32.2255610072,31167,2494
113.849338954,32.2455633666,28939,2328
113.849337093,32.2655653498,29283,4230
113.849335231,32.2855669338,34841,3077
113.849333368,32.3055680973,35839,3215
113.849331503,32.3255688202,37753,3277
113.849329636,32.345569084,41632,3847
113.849327768,32.3655688719,45393,3868
113.849325899,32.3855681688,46784,4036
113.849324028,32.405566961,46154,3486
113.849322155,32.425565237,46779,3350
113.849320281,32.4455629868,47451,3403
113.849318406,32.4655602024,51145,3811
113.849316529,32.4855568775,54814,4049
113.84931465,32.5055530079,55365,3815
113.84931277,32.5255485912,57274,3998
113.849310888,32.5455436267,59398,4202
113.849309005,32.565538116,61878,4489
113.84930712,32.5855320622,63286,4886
113.849305234,32.6055254705,65940,6192
113.849303346,32.6255183477,76298,7307
113.869440422,31.6454849682,66994,4834
113.869438616,31.6654856998,63232,4461
113.869436808,31.6854868568,61133,4296
113.869434999,31.7054884217,58656,4115
113.869433188,31.7254903756,57959,4260
113.869431376,31.7454926978,51460,3608
113.869429562,31.7654953666,48449,3489
113.869427747,31.7854983584,45764,3216
113.869425931,31.8055016488,43508,3080
113.869424113,31.8255052119,48609,3994
113.869422294,31.8455090208,47046,3686
113.869420473,31.8655130477,44024,3382
113.86941865,31.8855172638,42892,3323
113.869416826,31.9055216394,42852,3353
113.869415001,31.9255261445,43275,3858
113.869413174,31.9455307481,44712,4466
113.869411346,31.9655354191,43406,3938
113.869409516,31.9855401258,42557,3702
113.869407685,32.0055448365,44587,3968
113.869405852,32.0255495192,46604,3908
113.869404018,32.0455541421,45161,3678
113.869402182,32.0655586734,37374,3465
113.869400345,32.0855630817,34842,3393
113.869398507,32.1055673357,32302,2856
113.869396667,32.125571405,30003,2862
113.869394825,32.1455752595,26342,2329
113.869392982,32.1655788699,23179,2028
113.869391137,32.1855822077,31184,3516
113.869389291,32.2055852454,29602,3361
113.869387443,32.2255879564,28426,2408
113.869385594,32.2455903154,26992,2154
113.869383744,32.2655922981,29523,3771
113.869381892,32.2855938817,36559,2992
113.869380038,32.3055950447,37744,3274
113.869378183,32.3255957672,39284,3461
113.869376326,32.3455960306,41036,3733
113.869374468,32.365595818,48467,3448
113.869372609,32.3855951144,45887,3172
